	N	D	A
1330	3070	2.2272989920933286	1.516598
1331	3070	2.2295866653547316	1.8020375
1332	3070	2.2395603793133168	1.3608315
1333	3070	2.241341786421012	1.6141922
1334	3070	2.244298164174209	0.935035
1335	3070	2.244799015716646	1.1451566
1336	3070	2.250335455739803	1.8829625
1337	3070	2.255178825520451	1.6714075
1338	3070	2.2612594339762015	2.6267993
1339	3070	2.2713847570503365	1.966212
1340	3070	2.2812176911159128	0.9721081
1341	3070	2.281466763234314	0.39159846
1342	3070	2.2822627110909446	-1.2191685
1343	3070	2.28497543133701	1.200494
1344	3070	2.2863507425994856	-2.0673656
1345	3070	2.2866566681362173	1.3678505
1346	3070	2.2893558518541086	1.0723779
1347	3070	2.292645228200384	1.6760452
1348	3070	2.29661143095536	1.4170396
1349	3070	2.2982493508644106	-2.303337
1350	3070	2.3106867129506607	2.0068548
1351	3070	2.311978097738458	2.446565
1352	3070	2.318973775498769	0.73856235
1353	3070	2.3236222192737133	0.88223624
1354	3070	2.326153550042247	1.3193796
1355	3070	2.328644271226259	1.6088936
1356	3070	2.3313786499174016	1.91516
1357	3070	2.3351309755272283	2.262921
1358	3070	2.3391783974512466	1.8719361
1359	3070	2.343575061802155	1.516907
1360	3070	2.3451886159604927	0.7209561
1361	3070	2.3457950524226865	0.4918399
1362	3070	2.3489274050421454	-2.7623065
1363	3070	2.350670909870953	2.8539803
1364	3070	2.3527636571266504	2.231181
1365	3070	2.3623989578808873	1.8272388
1366	3070	2.3656287735031976	2.3211915
1367	3070	2.369345904139772	-3.0060139
1368	3070	2.3736667639329054	2.524402
1369	3070	2.377895575334456	1.2820475
1370	3070	2.37863737707839	1.4483783
1371	3070	2.3810143914257402	2.1420395
1372	3070	2.3827687254770877	2.7163556
1373	3070	2.3884703111439665	2.203984
1374	3070	2.3925448061243335	0.78577614
1375	3070	2.394588821878604	2.5034955
1376	3070	2.3951844291182587	2.126517
1377	3070	2.398801389446346	1.2879288
1378	3070	2.3998301655875673	1.9589598
1379	3070	2.407429572504438	1.1042612
1380	3070	2.411317263396005	-0.68644166
1381	3070	2.412779208438794	2.006079
1382	3070	2.421791828897028	3.0733974
1383	3070	2.4222520708549427	0.9217169
1384	3070	2.424723840899511	1.8312438
1385	3070	2.4255766421744713	1.0440056
1386	3070	2.429266699754698	1.5882628
1387	3070	2.4312619840075413	2.5898526
1388	3070	2.433075878782855	0.5635607
1389	3070	2.435831915919077	0.24202442
1390	3070	2.4365439373010283	0.8279538
1391	3070	2.442318620220046	1.5602324
1392	3070	2.448193473447552	2.3102171
1393	3070	2.451428703681132	2.7904394
1394	3070	2.4539519125327622	2.1882951
1395	3070	2.455903879895449	2.7051337
1396	3070	2.45827006502026	2.267945
1397	3070	2.460961126821247	2.568735
1398	3070	2.4633706288362154	2.8128684
1399	3070	2.4659479838005396	2.5843775
1400	3070	2.4703879650416045	2.0209725
1401	3070	2.4718986415858204	1.6194766
1402	3070	2.4760110388450745	-3.1361327
1403	3070	2.480670311842557	1.1974647
1404	3070	2.4812442606371343	2.0771072
1405	3070	2.483385739394257	1.4573295
1406	3070	2.485638217682406	1.7514908
1407	3070	2.4996322805086644	-2.7826955
1408	3070	2.5000844005496754	-1.4352201
1409	3070	2.502039075217997	-1.1903521
1410	3070	2.502645511680191	2.0088608
1411	3070	2.504443162621696	1.9338582
1412	3070	2.543081828641495	0.85067725
1413	3070	2.5435041683205233	1.5765526
1414	3070	2.547278152375428	1.1770184
1415	3070	2.550551284887896	1.8673351
1416	3070	2.556212260970252	2.866616
1417	3070	2.5565344303407933	2.087426
1418	3070	2.5610502161396322	2.6412518
1419	3070	2.5648214928889015	0.7163124
1420	3070	2.5681677226535093	1.6214573
1421	3070	2.5754639113392823	1.7933948
1422	3070	2.5793705533702918	1.6016986
1423	3070	2.58277363655323	1.4633081
1424	3070	2.5852210408470846	1.8435538
1425	3070	2.587143227847789	2.1918018
1426	3070	2.6026912841084195	-0.7060573
1427	3070	2.60829811407808	3.010362
1428	3070	2.6122534876105163	1.4150817
1429	3070	2.6188511914425128	2.6305716
1430	3070	2.6223354937944947	3.0293872
1431	3070	2.6335735194845302	1.5999372
1432	3070	2.6391776421485567	1.9265816
1433	3070	2.6413028770718707	1.7296059
1434	3070	2.6508894463246806	1.9352791
1435	3070	2.6651488251031488	1.7170937
1436	3070	2.6796518613887477	-1.8356131
1437	3070	2.696919056727472	2.2058403
1438	3070	2.697660858471406	1.1876361
1439	3070	2.6995153628312405	1.9544642
1440	3070	2.7024933990295157	2.4497235
1441	3070	2.703056518601553	2.320226
1442	3070	2.7101929762548735	2.2110107
1443	3070	2.710715486242389	2.6853802
1444	3070	2.7151527601778183	1.9156668
1445	3070	2.7513602657375715	1.8279865
1446	3070	2.7546956662796394	1.8125885
1447	3070	2.758523796447241	2.205271
1448	3070	2.7610470052988694	2.2525804
1449	3070	2.7874432352381247	-1.4466195
1450	3070	2.78994207833904	-0.29534197
1451	3070	2.8007550570444133	1.5835936
1452	3070	2.805549695323636	1.5835135
1453	3070	2.810831648617121	2.8435094
1454	3070	2.811375817049716	3.0728157
1455	3070	2.8226761107693514	1.4044421
1456	3070	2.825375294487242	-2.7279282
1457	3070	2.832603800532146	1.7864316
1458	3070	2.8347019623991123	-1.8125778
1459	3070	2.8368488557675047	2.1686118
1460	3070	2.8438905577236078	2.1609638
1461	3070	2.8487230982817175	2.5485256
1462	3070	2.853582711896175	3.020682
1463	3070	2.8543597086133623	2.1124918
1464	3070	2.8587861533262524	2.0131433
1465	3070	2.8614636785990646	0.88536
1466	3070	2.863886717142207	1.9804599
1467	3070	2.8672979222420487	2.3106134
1468	3070	2.8739443575754713	2.2142937
1469	3070	2.8755931067070613	2.214759
1470	3070	2.8829759291731483	1.0756719
1471	3070	2.8843160454623726	2.1449873
1472	3070	2.8887858070654193	2.372247
1473	3070	2.891934403518687	2.3169124
1474	3070	2.8994092743763566	2.5236146
1475	3070	2.904312204880971	2.3833811
1476	3070	2.905013397040382	1.0182426
1477	3070	2.9087467715107653	2.8892348
1478	3070	2.919678871664069	3.0060465
1479	3070	2.92033403962769	0.867213
1480	3070	2.9275706675894977	2.5108721
1481	3070	2.9543134326500065	2.1666763
1482	3070	2.9725390141834485	2.3312953
1483	3070	2.984935766685177	-2.1874022
1484	3070	2.985563861592449	1.2305233
1485	3070	2.993848216834923	2.8786056
1486	3070	2.999861142649803	1.6361606
1487	3070	3.0029907879636273	2.4052455
1488	3070	3.007947864580937	3.0892985
1489	3070	3.035194188489518	1.8951609
1490	3070	3.039003367517675	0.007622719
1491	3070	3.043559762901036	1.7661874
1492	3070	3.060829665545395	-2.9104953
1493	3070	3.0673732232646955	2.8907077
1494	3070	3.0720379108734486	2.31013
1495	3070	3.091378902328426	2.154569
1496	3070	3.1008950816347323	-1.2433207
1497	3070	3.106783471390412	1.5577347
1498	3070	3.128531257554723	0.65672684
1499	3070	3.131325196969832	-1.9913388
1500	3070	3.130794565065412	2.1350386
1501	3070	3.126305852322921	-0.58234763
1502	3070	3.123127475507671	2.1224506
1503	3070	3.121852334553683	-2.851776
1504	3070	3.1193453695358624	2.143904
1505	3070	3.11541436175414	-2.3904269
1506	3070	3.1151409238850247	2.2518275
1507	3070	3.1091198761532404	2.2663224
1508	3070	3.104030141559825	2.7217782
1509	3070	3.1034561927652478	1.5344098
1510	3070	3.1022270760070514	1.6833613
1511	3070	3.1011035441686117	1.5366867
1512	3070	3.097995557299866	-2.4866564
1513	3070	3.097467632701081	2.475911
1514	3070	3.093653039061654	2.7419937
1515	3070	3.090650637112666	1.7292612
1516	3070	3.0810938482218386	-2.2422838
1517	3070	3.080722947349871	2.780772
1518	3070	3.078462347144817	2.2303016
1519	3070	3.0761259423819896	-0.9072144
1520	3070	3.071528937414106	1.2542264
1521	3070	3.0661765941741157	1.6798518
1522	3070	3.0529324550086976	2.5898263
1523	3070	3.050536489521903	1.5674193
1524	3070	3.0467733346895383	-0.36685944
1525	3070	3.045343877314366	-1.9633693
1526	3070	3.0447482700747104	2.9298928
1527	3070	3.0427204981542486	1.8824065
1528	3070	3.0419055991581754	2.1798613
1529	3070	3.041182748553685	2.4863794
1530	3070	3.0316773984699186	-2.6724875
1531	3070	3.031030352423203	-2.7409947
1532	3070	3.025447888204255	2.6423638
1533	3070	3.0041305636358757	2.893223
1534	3070	3.0031126167171927	2.067969
1535	3070	2.9996662166440986	1.1186149
1536	3070	2.9980093455956034	2.1067107
1537	3070	2.9912762764818677	2.4357164
1538	3070	2.983010872378837	1.4427903
1539	3070	2.980582419224426	2.6912978
1540	3070	2.978392208965876	2.8025663
1541	3070	2.973237499037226	-2.540953
1542	3070	2.9695961729584255	1.9836924
1543	3070	2.9668130627658567	2.768278
1544	3070	2.966523381062933	0.4166286
1545	3070	2.9604021630226613	1.4859817
1546	3070	2.9571831766228893	1.3118961
1547	3070	2.956230205039441	1.8768861
1548	3070	2.955667085467404	1.5379145
1549	3070	2.9551147951179058	2.6985805
1550	3070	2.9484900182295615	-2.564334
1551	3070	2.9443126456350726	-2.6706314
1552	3070	2.9428940174824394	2.7384622
1553	3070	2.9398347621151206	1.9513257
1554	3070	2.935993095419346	2.774171
1555	3070	2.933139595280272	2.9929593
1556	3070	2.9327903528533827	2.1835926
1557	3070	2.9308329708794263	2.6032317
1558	3070	2.9271050110203127	1.8119857
1559	3070	2.920799696196874	1.9691794
1560	3070	2.915956326416226	2.5472076
1561	3070	2.915417572594902	2.9765918
1562	3070	2.9119630506049026	2.418537
1563	3070	2.89512631686211	-2.012895
1564	3070	2.8924704500343763	1.0707729
1565	3070	2.889795632067198	1.3952711
1566	3070	2.8867093036435314	1.3391464
1567	3070	2.886235525157442	1.3804848
1568	3070	2.8818984215305	0.7168906
1569	3070	2.8784438995405015	2.561444
1570	3070	2.872826240348301	2.1626318
1571	3070	2.8721683650790455	-3.1080432
1572	3070	2.871090857436397	2.796861
1573	3070	2.870275958440324	2.3952086
1574	3070	2.8688762814271342	2.5272982
1575	3070	2.8673033368533174	1.7917182
1576	3070	2.86575746533585	2.3932145
1577	3070	2.8597391249096997	2.6683457
1578	3070	2.8568639663255473	-2.979861
1579	3070	2.8551746076094355	3.1031377
1580	3070	2.853293030193252	-3.0587068
1581	3070	2.8499197273722974	2.2633793
1582	3070	2.8455663799115465	-1.2272981
1583	3070	2.841472933791735	-2.711157
1584	3070	2.837864095380553	2.8060248
1585	3070	2.835738860457239	1.8490293
1586	3070	2.8346884258709384	0.7039416
1587	3070	2.83142070796974	2.5739257
1588	3070	2.830678906225806	2.1224935
1589	3070	2.8281123804840202	2.624098
1590	3070	2.8275682120514265	2.2250826
1591	3070	2.826921166004711	1.3777206
1592	3070	2.8246010050756905	1.7910388
1593	3070	2.817740692597119	2.0763528
1594	3070	2.815095654991924	1.3221176
1595	3070	2.8140370984887193	0.6086664
1596	3070	2.81231525210499	0.95307803
1597	3070	2.8091260460672007	1.511112
1598	3070	2.8077453201934555	1.7165482
1599	3070	2.8057419140237068	2.056996
1600	3070	2.792167483570843	2.2313783
1601	3070	2.791263243488821	2.6165621
1602	3070	2.788710254275209	2.8742955
1603	3070	2.7835338859014795	1.3243649
1604	3070	2.7820340385798037	2.5221498
1605	3070	2.7767439633694133	-0.37354898
1606	3070	2.7764380378326807	2.4537323
1607	3070	2.772371664769218	2.6358683
1608	3070	2.7674200027631786	2.5599697
1609	3070	2.766837932051697	2.1501334
1610	3070	2.7596094260067936	1.6195619
1611	3070	2.758775575871277	0.5067282
1612	3070	2.7585562841148574	1.8059294
1613	3070	2.758058139878055	2.007178
1614	3070	2.7568912911494587	0.72737527
1615	3070	2.733697803776167	2.5874145
1616	3070	2.7290331161674146	1.6640942
1617	3070	2.7255027896196413	0.044111013
1618	3070	2.723973161935982	1.6439464
1619	3070	2.7206350540882793	-3.0088444
1620	3070	2.717202190543359	0.5220828
1621	3070	2.7152502231806714	-2.3126636
1622	3070	2.7111973866453827	-2.7362735
1623	3070	2.710176732421065	-2.0004106
1624	3070	2.70680342960011	1.4511392
1625	3070	2.698538025497079	3.0396526
1626	3070	2.697484883605144	2.0564587
1627	3070	2.682291484382673	0.08867693
1628	3070	2.6598452133645845	-2.535337
1629	3070	2.6486505045647046	1.1993692
1630	3070	2.6477489717883183	1.0505245
1631	3070	2.6450687392098713	1.3593576
1632	3070	2.641879533172082	1.3198802
1633	3070	2.637463917681731	1.8472955
1634	3070	2.63536304850913	2.4505942
1635	3070	2.63343815420279	1.7550323
1636	3070	2.631199212442814	3.0199902
1637	3070	2.6297074870380417	2.167812
1638	3070	2.62688376726095	3.1243594
1639	3070	2.6258008450070323	2.6284392
1640	3070	2.619324969928602	2.8007724
1641	3070	2.616623078905077	2.5687711
1642	3070	2.6144382832577966	1.2108314
1643	3070	2.6137614568490974	1.7460091
1644	3070	2.612031488548463	2.563084
1645	3070	2.606800974062039	2.3588626
1646	3070	2.597290209367003	2.1888936
1647	3070	2.596513212649816	1.2796524
1648	3070	2.5937246878459774	0.7810476
1649	3070	2.5926525948145978	1.7833931
1650	3070	2.588762196617398	-0.16888356
1651	3070	2.5883642226890817	-0.014148951
1652	3070	2.5861144517065675	-0.42139935
1653	3070	2.58415706973261	1.795512
1654	3070	2.5762165423057555	1.0332134
1655	3070	2.567369067491244	2.0941575
1656	3070	2.5636735952997487	2.655616
1657	3070	2.5611097768635975	2.516177
1658	3070	2.556325967806914	2.162833
1659	3070	2.555229509024822	2.855633
1660	3070	2.5529580795972286	-2.982046
1661	3070	2.55009645754125	0.114242315
1662	3070	2.5443840426518314	2.583876
1663	3070	2.5259662424183187	1.5712688
1664	3070	2.523332034035662	1.0378454
1665	3070	2.5160981133794893	2.3065221
1666	3070	2.5130144922614575	0.30548978
1667	3070	2.508858778112047	0.40451956
1668	3070	2.506909518054994	-1.4033592
1669	3070	2.5016681743460305	2.0571043
1670	3070	2.499047502491549	1.3344505
1671	3070	2.49227923840456	2.740123
1672	3070	2.4866236769334726	2.4710495
1673	3070	2.4837864206282063	2.5720437
1674	3070	2.481977940464164	2.7042825
1675	3070	2.4815420642569617	2.4992611
1676	3070	2.47606518495777	2.1643083
1677	3070	2.4732847820708352	-2.8417463
1678	3070	2.4676210986828435	1.1564462
1679	3070	2.465252206252398	0.7417593
1680	3070	2.4622281458583313	-2.12919
1681	3070	2.4459761901326553	0.6707978
1682	3070	2.4447443660688224	1.9454534
1683	3070	2.443818467541723	2.1992385
1684	3070	2.440897284761779	2.2235458
1685	3070	2.4360620368980346	0.06731367
1686	3070	2.4337987293873455	1.6590722
1687	3070	2.4326183441305744	2.1167276
1688	3070	2.4187217443071702	1.2925494
1689	3070	2.414571444769029	0.71039844
1690	3070	2.4124651609851577	1.940561
1691	3070	2.409151418888168	-0.050988197
1692	3070	2.408888810241593	3.0697768
1693	3070	2.405542580476985	2.072336
1694	3070	2.4033604921353406	1.2996814
1695	3070	2.395119453783024	1.1742799
1696	3070	2.3755402194321835	1.9136541
1697	3070	2.370788898043118	1.9352562
1698	3070	2.3686609558141694	1.9742205
1699	3070	2.3666710861725946	1.4724157
1700	3070	2.361343108683317	2.025747
1701	3070	2.3609857443395246	1.1398213
1702	3070	2.3589119482232705	1.5276239
1703	3070	2.357092638836688	1.3288257
1704	3070	2.353397166645193	1.8796375
1705	3070	2.351334199751478	1.6612723
1706	3070	2.347286777827459	2.0633872
1707	3070	2.3387371066327756	1.8907707
1708	3070	2.338341840010095	1.3291943
1709	3070	2.3374836241238652	1.3660018
1710	3070	2.334684270097487	2.1616929
1711	3070	2.3324832306163987	1.8431594
1712	3070	2.330030411711274	1.1593368
1713	3070	2.3276290316132107	1.2058346
1714	3070	2.323914608282271	0.40890574
1715	3070	2.3228993686692228	-1.1575321
1716	3070	2.3224770289901944	-0.7258179
1717	3070	2.3198861374976953	0.77268076
1718	3070	2.3192959448693102	-0.048517466
1719	3070	2.3188654832733775	2.12439
1720	3070	2.315687106458128	1.3399279
1721	3070	2.3152079133607693	-1.2978085
1722	3070	2.3089811104007403	1.8578851
1723	3070	2.3029167457787976	1.9442465
1724	3070	2.300972900333015	1.5598347
1725	3070	2.299364760785947	-1.9698514
1726	3070	2.299012811053423	0.6835842
1727	3070	2.2956232643986594	2.0471742
1728	3070	2.2882783442114594	1.4610007
1729	3070	2.2840630693380835	1.7084019
1730	3070	2.2805814742917363	-0.85632634
1731	3070	2.278848798685467	1.0178492
1732	3070	2.2764528331986735	1.3182619
1733	3070	2.275429471668721	1.7468889
1734	3070	2.275053156185484	0.4959855
1735	3070	2.2741543307147323	1.4161999
1736	3070	2.2723133628830716	1.3643715
1737	3070	2.264952198862063	1.7195618
1738	3070	2.2626022575710607	1.9053805
1739	3070	2.260753167822495	-0.8135872
1740	3070	2.2597866597108727	-0.6453204
1741	3070	2.2594238807558105	1.9611123
1742	3070	2.254347682690569	-3.0306017
1743	3070	2.2493445818774678	2.0674636
1744	3070	2.244715089241968	1.6826808
1745	3070	2.2438000199374066	2.9717429
1746	3070	2.241100836219516	2.3690536
1747	3070	2.2342134506845968	0.84582996
1748	3070	2.2303095159592212	1.215193
1749	3070	2.2277429902174353	1.3211195
1750	3070	2.2275291130722863	0.80787516
1751	3070	2.22549321923492	0.95926976
1752	3070	2.220235631692148	2.049235
1753	3070	2.2185571021985746	1.6246445
1754	3070	2.214766874309861	1.7711432
1755	3070	2.2126687124428948	1.8349383
1756	3070	2.2113664984325583	1.8880236
1757	3070	2.206249690782795	1.259815
1758	3070	2.205410426036008	1.3049333
1759	3070	2.203886212963619	1.6566141
1760	3070	2.2015281497557115	1.2301748
1761	3070	2.2003477644989413	1.6695459
1762	3070	2.1983443583291926	1.6814387
1763	3070	2.188692813741147	0.08555269
1764	3070	2.1825770103121442	0.41244578
1765	3070	2.181006773043963	-2.930418
1766	3070	2.1804219950268475	1.394407
1767	3070	2.1752510412643877	0.7931411
1768	3070	2.1391030964286006	-2.271441
1769	3070	2.132280686228916	-0.6257572
1770	3070	2.131325007339833	0.6989167
1771	3070	2.122079558597007	-3.0475938
1772	3070	2.1076956437593397	0.0232265
1773	3070	2.105440458165554	-0.11638594
1774	3070	2.1048962897329613	0.971658
1775	3070	2.1028468593674203	-2.4417396
1776	3070	2.100234309429843	0.72533107
1777	3070	2.094987551109609	0.6405995
1778	3070	2.094459626510825	0.38717747
1779	3070	2.094224090920597	0.43464684
1780	3070	2.0939912626360053	0.3497324
1781	3070	2.0936393129034814	2.5820358
1782	3070	2.091744198959125	1.4260099
1783	3070	2.0866300986149966	1.0053961
1784	3070	2.084862228035475	1.362313
1785	3070	2.083619574749104	0.13524103
1786	3070	2.0808743668354213	1.2352507
1787	3070	2.0782157927020526	2.198755
1788	3070	2.0764154344549137	-2.4956942
1789	3070	2.0737054215144832	1.2828829
1790	3070	2.071255309914993	0.565362
1791	3070	2.0625350784653183	0.79232407
1792	3070	2.0618149351664616	-1.4339945
1793	3070	2.0556314490965892	1.0903485
1794	3070	2.0503955199988955	1.4455869
1795	3070	2.0498892538451887	0.3443644
1796	3070	2.0466350724721645	-0.018740892
1797	3070	2.017915974298255	0.6218238
1798	3070	2.007408921129615	-1.8178083
1799	3070	2.0050941748118642	0.3961022
1800	3070	1.9964470406143278	0.77353
1801	3070	1.9954913617252457	0.9656875
1802	3070	1.992794885312989	2.1177604
1803	3070	1.9923265214381702	0.49910927
1804	3070	1.988593146967787	1.5658991
1805	3070	1.9848056263847083	1.3253868
1806	3070	1.9827426594909943	0.9430206
1807	3070	1.9816462007089024	1.317816
1808	3070	1.9752813251614985	3.0940788
1809	3070	1.9690084980056772	-0.7269838
1810	3070	1.9671918959247296	-0.8476956
1811	3070	1.9654186107339378	2.261059
1812	3070	1.962697768570969	2.9304445
1813	3070	1.960282851944732	-0.7886174
1814	3070	1.9575944974493797	-0.98255634
1815	3070	1.9543755110496077	-0.56952024
1816	3070	1.9541210243199378	0.45131016
1817	3070	1.950636721967956	0.6429534
1818	3070	1.9270696264170626	0.03353262
1819	3070	1.9232306670269228	0.73848057
1820	3070	1.9183656388011947	-0.13610744
1821	3070	1.910276209564426	-0.3848257
1822	3070	1.9073848071464647	-2.7158587
1823	3070	1.9008629078722432	0.41461968
1824	3070	1.8977657502260366	2.331166
1825	3070	1.895721734471767	0.8446076
1826	3070	1.8942543748177076	2.3776338
1827	3070	1.879220706627689	0.61266136
1828	3070	1.8786196847767638	-2.731417
1829	3070	1.869848014520028	2.4435947
1830	3070	1.8657085442044252	-2.2283006
1831	3070	1.8574431401013953	-0.04929614
1832	3070	1.8541131541705962	0.6490381
1833	3070	1.8522965520896486	-0.9023359
1834	3070	1.8488176643489371	0.42495632
1835	3070	1.848251837471265	1.5468261
1836	3070	1.8436575398090165	-0.31019974
1837	3070	1.8407553081685162	0.19575238
1838	3070	1.836594179407836	0.86042476
1839	3070	1.8364533995148271	0.8213246
1840	3070	1.8333562418686205	0.46615672
1841	3070	1.8310008859663487	-0.40887022
1842	3070	1.8300885239674223	-0.8677459
1843	3070	1.8294171121699936	-1.1653253
1844	3070	1.8281203127709267	0.17357373
1845	3070	1.8256702011714365	-0.8305249
1846	3070	1.8221479965405676	0.06474471
1847	3070	1.8192511795113369	0.32316017
1848	3070	1.8163624843990096	-0.9336808
1849	3070	1.8147651740744806	1.378176
1850	3070	1.8128186213230624	1.9410555
1851	3070	1.810733995984271	1.1892965
1852	3070	1.8061667713783711	0.51713467
1853	3070	1.8026147863855195	2.344237
1854	3070	1.7981341955599328	2.2619436
1855	3070	1.7893598179975614	2.1170409
1856	3070	1.7878031172575541	2.0342715
1857	3070	1.7851689088748985	2.0631363
1858	3070	1.7820040685878222	1.9356406
1859	3070	1.7790179104726427	1.5999138
1860	3070	1.7756202419009748	1.6861737
1861	3070	1.774120394579298	1.7745798
1862	3070	1.7717352583150436	0.7556567
1863	3070	1.7691443668225437	1.1553652
1864	3070	1.7662069402087912	1.1107953
1865	3070	1.7627794912751398	0.6327429
1866	3070	1.7585317287341464	2.3046792
1867	3070	1.7517418062020793	1.5079691
1868	3070	1.739355882922891	2.3236191
1869	3070	1.7351839249396708	0.8383024
1870	3070	1.7318647682314117	2.4274347
1871	3070	1.7279554188947674	0.88170886
1872	3070	1.7249124073612574	-1.6985642
1873	3070	1.69895476093484	0.5078492
1874	3070	1.6889106570297487	0.6340275
1875	3070	1.6872781517319675	1.697984
1876	3070	1.6852936967016623	1.013613
1877	3070	1.6844327735097977	0.5749543
1878	3070	1.6728617492266817	0.3831272
1879	3070	1.6724989702716186	0.8596027
1880	3070	1.6553292379357476	-2.9723446
1881	3070	1.651953227809157	0.88577724
1882	3070	1.6434983123116913	0.5617428
1883	3070	1.6351652255677918	1.7865808
1884	3070	1.6313425100114598	2.8268492
1885	3070	1.627552282122747	0.9784658
1886	3070	1.6237837126791117	0.2933967
1887	3070	1.619868948731197	0.4772339
1888	3070	1.6155426743267949	-0.5893364
1889	3070	1.6042775755804106	0.4819827
1890	3070	1.599694107140702	0.27500033
1891	3070	1.598386478519096	0.7412629
1892	3070	1.5949427857516367	-0.13883424
1893	3070	1.5925522348761127	-0.40883946
1894	3070	1.5847254142859182	0.65784717
1895	3070	1.5820154013454886	-0.2935934
1896	3070	1.5774535913508583	-0.49892116
1897	3070	1.5750982354485865	0.53330183
1898	3070	1.5727564160744878	0.10921121
1899	3070	1.5706311811511737	0.5677514
1900	3070	1.5689634808801403	-0.83710384
1901	3070	1.5661397611030479	1.7968118
1902	3070	1.550339925418383	0.33844495
1903	3070	1.5466255020874442	0.38841486
1904	3070	1.5462681377436498	0.3456776
1905	3070	1.5403824552936056	1.083112
1906	3070	1.5300811573532087	0.27081943
1907	3070	1.5154183900351574	-1.3456991
1908	3070	1.4978181961033528	-0.26519394
1909	3070	1.4957443999870996	-0.3821423
1910	3070	1.4911907119093737	-0.37662244
1911	3070	1.478095474553868	0.5987861
1912	3070	1.4713055520218017	-0.77481127
1913	3070	1.4707749201173819	0.7868602
1914	3070	1.4635058044879559	-0.21669888
1915	3070	1.4609853029419613	-1.6030499
1916	3070	1.44857501391206	-0.41494966
1917	3070	1.4479279678653434	-1.8403056
1918	3070	1.4468585821395994	-3.0605965
1919	3070	1.4446250549908939	-1.1716826
1920	3070	1.4418257009645155	-0.6984503
1921	3070	1.439871026296193	1.1084821
1922	3070	1.4386987629563261	1.7793782
1923	3070	1.4286275859948878	-1.1823285
1924	3070	1.4244691645398415	-0.030360937
1925	3070	1.4216021278725934	-0.794101
1926	3070	1.4180284844346636	-0.09741783
1927	3070	1.4145116944150642	0.29273677
1928	3070	1.4126571900552296	-0.2763462
1929	3070	1.4119587052014522	-0.5218303
1930	3070	1.4042185183915725	-0.5253043
1931	3070	1.399445538557428	-1.2236421
1932	3070	1.3965054046380407	-0.5494921
1933	3070	1.3962373813801952	0.3000691
1934	3070	1.3931970771523208	-0.6347201
1935	3070	1.3908687943063969	-0.967093
1936	3070	1.364580856592533	-0.48413205
1937	3070	1.3619953797113045	-0.5357206
1938	3070	1.3589361243439848	-0.82375574
1939	3070	1.35793983587038	-0.13584161
1940	3070	1.3540629742013532	-0.6702063
1941	3070	1.3536433418279605	-0.43429708
1942	3070	1.3514910338482977	-0.19824195
1943	3070	1.3472026617227826	1.5606134
1944	3070	1.3444276734471172	-1.1888311
1945	3070	1.3413819546079724	-0.8903277
1946	3070	1.3393595972987802	0.07602739
1947	3070	1.3349250306689857	-0.51362586
1948	3070	1.3300112709418315	-1.3703221
1949	3070	1.327049478577365	-0.52280307
1950	3070	1.324269075690431	0.91813684
1951	3070	1.319025024675832	-0.6521399
1952	3070	1.3149017981940387	-0.32819247
1953	3070	1.3129444162200814	-0.55081797
1954	3070	1.3125410276804974	0.47722363
1955	3070	1.3074377565589081	-0.4713018
1956	3070	1.30356630950115	-0.46272302
1957	3070	1.3030735798756172	-1.3851527
1958	3070	1.3024048753838233	-0.17614913
1959	3070	1.2858253356763365	0.03379488
1960	3070	1.2806543819138776	-1.0944288
1961	3070	1.2791545345922009	-0.082135916
1962	3070	1.2739023616606975	0.052461147
1963	3070	1.272613684178535	0.65250444
1964	3070	1.2700688168818273	-0.7065773
1965	3070	1.2681628737149317	-1.456436
1966	3070	1.2664843442213591	0.9693315
1967	3070	1.2648193512559587	-0.61409736
1968	3070	1.2635766979695875	1.5076425
1969	3070	1.2612484151236636	1.0087345
1970	3070	1.252652719733189	1.0018661
1971	3070	1.2495339036419049	-2.4587636
1972	3070	1.241820789888373	-0.49583125
1973	3070	1.2367824941020187	0.041804075
1974	3070	1.234816990211157	-0.9613538
1975	3070	1.231936417015735	0.42835927
1976	3070	1.228879868954051	0.06399679
1977	3070	1.2255904926077745	-0.13347292
1978	3070	1.2235897937436606	-0.8058851
1979	3070	1.2163098488916964	-0.5546508
1980	3070	1.2062955253485876	-0.44577384
1981	3070	1.2058434053075766	-1.9478649
1982	3070	1.160899424464339	-1.7483743
1983	3070	1.1533839440221474	-0.74654984
1984	3070	1.152985970093832	-1.2753218
1985	3070	1.1405269495625046	-1.3092792
1986	3070	1.1386426648406864	2.0361254
1987	3070	1.1318229619466367	2.2544954
1988	3070	1.1287637065793188	2.5142
1989	3070	1.126170107781184	0.8024156
1990	3070	1.1220035644092343	-1.6332123
1991	3070	1.1183135068290078	-0.83204675
1992	3070	1.1060494123033848	-0.42294335
1993	3070	1.0878319526868472	-0.95351434
1994	3070	1.0860938624693084	-2.0395687
1995	3070	1.0759035640599386	-1.0995743
1996	3070	1.0705458062086786	-1.747911
1997	3070	1.0681363041937102	-2.3910117
1998	3070	1.0610160903741992	-1.2056712
1999	3070	1.0570498876192236	0.3716011
2000	3070	1.054453581515455	0.7874508
2001	3070	1.0521334205864354	0.09481144
2002	3070	1.0500406733307388	-0.5381813
2003	3070	1.0455275948375347	-1.2023469
