	N	D	A
662	3070	-0.5622789536378319	-1.657755
663	3070	-0.5611852021613744	2.464597
664	3070	-0.5534585518796686	1.652612
665	3070	-0.5530416268119103	2.2360704
666	3070	-0.5450280021329155	1.650646
667	3070	-0.5443782487805651	2.6191595
668	3070	-0.5422557211628853	-3.049483
669	3070	-0.5382543234346575	1.995496
670	3070	-0.5370793527891564	2.5224168
671	3070	-0.5363673314072055	2.116886
672	3070	-0.5244660158366452	-2.9243321
673	3070	-0.5214690284989265	2.373811
674	3070	-0.5206676660310272	0.7434225
675	3070	-0.5195630853320305	2.0899732
676	3070	-0.5114222172882008	2.9363973
677	3070	-0.510715610517519	2.5005448
678	3070	-0.5092265924183819	2.3427498
679	3070	-0.49955338938525795	0.34324574
680	3070	-0.49877368536243694	3.0273917
681	3070	-0.4957550395796404	3.1107733
682	3070	-0.49205144547124036	1.8260648
683	3070	-0.4755666614609715	2.1402528
684	3070	-0.4722583339752515	2.2341206
685	3070	-0.47111855830300264	-1.9554468
686	3070	-0.4650433644585217	1.697706
687	3070	-0.4436881376112556	1.9031351
688	3070	-0.4208736730268354	2.6407692
689	3070	-0.417779222686264	-0.43645096
690	3070	-0.4035008927683532	1.0762498
691	3070	-0.39939391012036873	2.1153061
692	3070	-0.3834343434032501	0.39838386
693	3070	-0.3730761920445227	-2.3873167
694	3070	-0.3662673183730125	1.3308966
695	3070	-0.331056101286864	-2.2005105
696	3070	-0.32721172728545467	-1.6219413
697	3070	-0.32286379443597335	0.2575972
698	3070	-0.31776593792565366	2.7832863
699	3070	-0.31374288175234755	2.5478632
700	3070	-0.3121157910658354	2.0832894
701	3070	-0.31176654863894715	2.3666947
702	3070	-0.30389370385296255	2.726889
703	3070	-0.29831123963401396	1.8634107
704	3070	-0.28019395032596384	2.6258395
705	3070	-0.2754317997143585	2.0345328
706	3070	-0.2686093895146744	2.7674344
707	3070	-0.24284125448269211	3.0037591
708	3070	-0.23945982974483293	-3.0231774
709	3070	-0.23264012685078317	2.0683448
710	3070	-0.21202399444181674	1.4345853
711	3070	-0.2087616911518877	2.1599634
712	3070	-0.2062980430242245	-2.207073
713	3070	-0.18368662636241329	2.520509
714	3070	-0.17936576656927983	2.21221
715	3070	-0.17610887789062124	2.0775597
716	3070	-0.1752696131438345	2.523926
717	3070	-0.1642941961003741	1.7085373
718	3070	-0.14861348186363932	2.9944422
719	3070	-0.14341274773919732	-2.8159137
720	3070	-0.13085355689938183	2.866824
721	3070	-0.12990058531593363	-3.111973
722	3070	-0.12656247746823102	-2.8244348
723	3070	-0.11830248797647025	-2.539327
724	3070	-0.11704900546755992	2.8611777
725	3070	-0.11607166813339909	-0.80579805
726	3070	-0.10552129807460142	3.0745838
727	3070	-0.10519642139842578	3.139558
728	3070	-0.10346103848652222	-2.3528657
729	3070	-0.10190704505214976	1.6654747
730	3070	-0.10069146482212643	-2.9560323
731	3070	-0.0986636929016651	-2.121627
732	3070	-0.09367683592237208	2.420409
733	3070	-0.0933384227180225	3.040726
734	3070	-0.08701144944950556	-2.3402987
735	3070	-0.07815314541245488	-2.830676
736	3070	-0.07490708595633544	2.5696404
737	3070	-0.07439269788572478	3.1087654
738	3070	-0.07237034057653258	1.8277576
739	3070	-0.06776250638611048	2.9990656
740	3070	-0.06398581502557077	3.1379182
741	3070	-0.0598382227930645	-1.089961
742	3070	-0.0533406892695556	-2.1653626
743	3070	-0.053088909845519616	2.8421032
744	3070	-0.05004048370073999	-2.7859542
745	3070	-0.0469270822207255	-2.5390158
746	3070	-0.04595245219219901	-2.6153264
747	3070	-0.04092227832274942	-2.2914786
748	3070	-0.03794424212447467	2.772413
749	3070	-0.0341323557906823	-1.8956467
750	3070	-0.03186363366872369	1.0073712
751	3070	-0.031454830517870125	2.9730055
752	3070	-0.030228421065307653	-2.9936137
753	3070	-0.02700131274863171	2.783932
754	3070	-0.025674732987581717	2.5491693
755	3070	-0.024329202087088664	-3.0570076
756	3070	-0.02174372520585921	-2.8046582
757	3070	-0.01755823069446505	-2.5837936
758	3070	-0.012029912588213065	-2.939005
759	3070	-0.00952836218166242	3.0997674
760	3070	-0.008873194218042002	2.8338292
761	3070	-0.008315489257273878	3.110853
762	3070	-0.0026518058692821533	2.7433388
763	3070	-0.00028562074447080477	-2.8329318
764	3070	0.00016920660217500938	-1.8209641
765	3070	0.0055377936759737345	-2.553047
766	3070	0.00835068423052654	-1.9545041
767	3070	0.009273875451991653	-1.9017229
768	3070	0.010936161111755993	-2.0272255
769	3070	0.01629933357428559	-2.1593144
770	3070	0.01892271273440249	-2.3719616
771	3070	0.02416134913773149	2.8692157
772	3070	0.025845293242573675	-3.114381
773	3070	0.026671021461186495	-2.4750066
774	3070	0.028460550485786218	-2.6011415
775	3070	0.03264063038591036	-2.7503078
776	3070	0.03466840230637214	-2.9056442
777	3070	0.0386264831444425	-2.9093742
778	3070	0.04556530748642329	-1.6058899
779	3070	0.04682149730096841	-3.0416176
780	3070	0.05229566929452467	2.6957777
781	3070	0.053554566414704574	1.9829562
782	3070	0.05665443136654513	-2.0022774
783	3070	0.06170355637543823	3.0539043
784	3070	0.06433235014682515	1.9947474
785	3070	0.06565351529660512	2.3752944
786	3070	0.07043190974201874	2.8594372
787	3070	0.07673993187109218	-2.7115498
788	3070	0.08268246773946775	2.652518
789	3070	0.0832726603678533	2.9124944
790	3070	0.08616677009144968	2.6329625
791	3070	0.08677320655364351	2.8327963
792	3070	0.09203891601332082	-3.0713887
793	3070	0.09375534778578087	-3.1223264
794	3070	0.09556112064418931	-0.9515295
795	3070	0.09661696984175938	3.0610259
796	3070	0.09769989209567775	2.9997032
797	3070	0.10770338641624644	-1.9527555
798	3070	0.11099547006815769	-2.3527057
799	3070	0.11137990746829907	-3.0531735
800	3070	0.11347806933526527	-2.5374386
801	3070	0.12505450822964992	-2.8813288
802	3070	0.12524401962408582	3.1030896
803	3070	0.1266788916105277	-2.69667
804	3070	0.12851985944218836	-2.7822578
805	3070	0.1338911538216223	-2.9677124
806	3070	0.13478185737547	-2.533119
807	3070	0.13671758090434816	-2.2811084
808	3070	0.14228109398385325	-2.7688904
809	3070	0.14466352294247287	3.0368965
810	3070	0.1502676456064993	2.4554455
811	3070	0.15869548804761724	2.9685547
812	3070	0.1626427396631489	-2.6451774
813	3070	0.16323293229153446	-2.8181987
814	3070	0.1691023709077708	2.9051807
815	3070	0.1718042619312965	-2.8736567
816	3070	0.1721778701088983	-2.3099685
817	3070	0.1807356632204864	-2.72285
818	3070	0.18781256014984127	2.6085207
819	3070	0.19015708682957388	-1.444579
820	3070	0.19263156417977711	-2.792202
821	3070	0.1930268308024572	-2.0971022
822	3070	0.19482448174396128	-2.7040832
823	3070	0.19941607210057422	-2.6446347
824	3070	0.20177142800284642	-2.5709944
825	3070	0.20335249449356718	2.327965
826	3070	0.20343912827388033	-2.496166
827	3070	0.2052015842421322	-2.884048
828	3070	0.21290386877312484	2.724302
829	3070	0.22459942911544095	2.1949074
830	3070	0.2311917183361678	-2.852741
831	3070	0.2344675581542699	3.0257142
832	3070	0.23930009871237967	-2.4105966
833	3070	0.26333285083245794	-2.2925472
834	3070	0.26917521639234643	-1.8871694
835	3070	0.29231726495857746	-2.1020672
836	3070	0.29368716160978403	-2.5403352
837	3070	0.29596129834301177	-1.9609368
838	3070	0.29730682924350527	-1.9496555
839	3070	0.29777790042395935	-2.896455
840	3070	0.3030354879667323	-2.4671855
841	3070	0.30390182576986646	2.7476618
842	3070	0.3062517670608691	-2.563336
843	3070	0.31154725688252904	2.1613896
844	3070	0.32515417500301025	-3.1214683
845	3070	0.3285518435746786	-2.484509
846	3070	0.3348788168431951	-2.398706
847	3070	0.3364680052508202	2.560425
848	3070	0.3433770492308179	1.568105
849	3070	0.3600513446355227	-1.014014
850	3070	0.3635166958480607	-2.8419743
851	3070	0.37647927522746105	2.9075105
852	3070	0.3817639358265814	-0.9623151
853	3070	0.388120689457081	-2.5194283
854	3070	0.3961695091093276	0.58862615
855	3070	0.4021905568411124	-2.997602
856	3070	0.4065005874117067	-3.0548546
857	3070	0.40832260410392385	1.7594697
858	3070	0.4171782008353393	-1.8919097
859	3070	0.4259634076202503	-2.2004962
860	3070	0.43328396205673725	-2.1509714
861	3070	0.43534422164481645	-1.6217831
862	3070	0.43659499684809155	-3.110095
863	3070	0.43744238351178266	-2.5290184
864	3070	0.4406478333833803	2.583968
865	3070	0.44794672937478897	-1.315108
866	3070	0.45448487248281966	-1.1824795
867	3070	0.45514274775207486	-1.8147297
868	3070	0.4589871217534842	-0.8856034
869	3070	0.4753446623989177	-1.6538444
870	3070	0.4780221876717303	-0.9428737
871	3070	0.4807322006121608	-1.9531171
872	3070	0.48103271153762295	-1.5489606
873	3070	0.4870158569905212	-1.1241312
874	3070	0.48803109660356947	-1.4343009
875	3070	0.49123925378080147	-1.0769229
876	3070	0.49563591813170893	-0.865561
877	3070	0.4979560790607289	-0.904722
878	3070	0.4999838509811907	-0.86959934
879	3070	0.5015919905282589	-1.1024783
880	3070	0.5112922666177306	-1.0967529
881	3070	0.5115873629319232	2.298752
882	3070	0.5196632556405176	3.044863
883	3070	0.5250886961326477	-1.4144906
884	3070	0.5260958138287912	-1.3172182
885	3070	0.5282833167817067	-2.0085912
886	3070	0.5340065608936642	-2.1147194
887	3070	0.5346048754389541	-1.7262264
888	3070	0.5396919027267342	-1.9885323
889	3070	0.5424966713643822	-2.4216304
890	3070	0.562075905715222	-2.0795875
891	3070	0.5664806919830339	-2.7664738
892	3070	0.5757667503103825	-1.3257794
893	3070	0.57751566975046	0.47996187
894	3070	0.5802473411359688	3.0527203
895	3070	0.5836829119865237	-1.9915684
896	3070	0.586828801134156	-3.0195007
897	3070	0.5892653762054723	-1.6643686
898	3070	0.5902508354565374	-1.5491587
899	3070	0.5938271862001017	-1.3999289
900	3070	0.5971490502139964	-1.5652964
901	3070	0.6001893544418713	-1.3933494
902	3070	0.6053440643705219	-1.9271833
903	3070	0.6066923025766502	-2.921493
904	3070	0.6075613476854196	-2.2948432
905	3070	0.6099194108933257	-1.4865894
906	3070	0.611719769140465	-1.6868387
907	3070	0.6145164158612086	-1.3918986
908	3070	0.6160893604350246	-1.2312429
909	3070	0.6231202331685886	-1.6458623
910	3070	0.637818195459892	2.9149516
911	3070	0.6464301346841759	-2.3564448
912	3070	0.6491888791260325	-1.0138638
913	3070	0.651471137776165	-1.4567449
914	3070	0.653295861774017	-2.4232342
915	3070	0.6552992679437661	-1.925066
916	3070	0.6557703391242198	-2.2637951
917	3070	0.6582177434180747	-1.7017493
918	3070	0.6667024392775236	-1.2254409
919	3070	0.6691471362657437	-1.7051251
920	3070	0.6706551055043253	-1.1084485
921	3070	0.6734625814476076	-1.2226903
922	3070	0.6777320024336801	-1.8232939
923	3070	0.6781272690563602	-1.8738471
924	3070	0.6819256188619778	-2.9455128
925	3070	0.6822288370930756	-1.5230321
926	3070	0.6825645429917899	-1.6455631
927	3070	0.6828082004989215	-1.3179457
928	3070	0.6831032968131141	-2.5014524
929	3070	0.6833956858216719	-2.2514727
930	3070	0.6836285141062644	-1.6983511
931	3070	0.6891622468237864	-1.6895249
932	3070	0.692272940998166	-1.9831294
933	3070	0.6957058045430862	-1.7180601
934	3070	0.6988381571625446	-2.391524
935	3070	0.701166440008469	-1.4541276
936	3070	0.7020679727848553	-1.2346545
937	3070	0.7078859725940312	-1.2956727
938	3070	0.7139530445216073	1.5093277
939	3070	0.7202123351492542	-2.1655793
940	3070	0.7204262122944027	-2.1296768
941	3070	0.7224296184641519	-1.9145263
942	3070	0.7236018818040177	-2.380023
943	3070	0.7260492860978727	-2.705563
944	3070	0.7265501376403098	-1.6300805
945	3070	0.7280960091577784	-1.7032903
946	3070	0.7331153538046893	-2.0537338
947	3070	0.7408392967807598	-0.31493998
948	3070	0.7502282327222307	-1.9014093
949	3070	0.7574865191291171	-1.2618537
950	3070	0.7590161468127761	2.0816386
951	3070	0.7714805819553741	-0.7321458
952	3070	0.798347883075083	2.9695103
953	3070	0.8066024579555742	-1.8011438
954	3070	0.8073361377826043	-1.8641121
955	3070	0.8094099338988574	-1.24219
956	3070	0.8111696825614736	-1.3161359
957	3070	0.8136658183567556	-1.245598
958	3070	0.8157504436955478	-1.0470905
959	3070	0.8326277870228624	-1.7911762
960	3070	0.8343225603502438	-2.5379233
961	3070	0.8388518826772566	-1.3308902
962	3070	0.8394529045281813	-1.4327796
963	3070	0.8396992693409477	-1.225473
964	3070	0.8407713623723265	-1.3828528
965	3070	0.8418082604304531	-0.9592755
966	3070	0.8427476954857274	-1.0311551
967	3070	0.8475721141269323	-0.893739
968	3070	0.8503254439575194	-0.26771784
969	3070	0.8579492166251028	0.06550813
970	3070	0.8619885166322181	0.11351037
971	3070	0.8651452350023892	0.36862016
972	3070	0.8697341180533673	-2.3579655
973	3070	0.8754275818033417	-1.5008372
974	3070	0.8848490054124296	-1.1357577
975	3070	0.8891373775379456	-1.4103281
976	3070	0.8922616082404993	2.2072823
977	3070	0.892567533777231	-1.1996865
978	3070	0.8937668701734456	-1.6261369
979	3070	0.8948524997329983	-1.2300808
980	3070	0.8967367844548164	-1.1056929
981	3070	0.8980714861327703	-0.99453974
982	3070	0.9018562994102144	-0.6963477
983	3070	0.9054488939875878	-0.38734102
984	3070	0.9068864732796635	-0.4509697
985	3070	0.9094746574665287	-1.7401767
986	3070	0.9100458989554703	-1.631868
987	3070	0.9102570687949845	-1.8830041
988	3070	0.9108662125628131	-1.6201673
989	3070	0.911080089707963	1.2336609
990	3070	0.9116811115588863	-0.7844534
991	3070	0.9136195423934002	-1.8093506
992	3070	0.9165461397846144	-0.9276533
993	3070	0.9210321452214698	-0.68614936
994	3070	0.9232250627856544	-0.4335184
995	3070	0.9285367964411231	-0.8292551
996	3070	0.9318992700395388	-0.50921583
997	3070	0.934991013074475	-1.244823
998	3070	0.93783368399101	-0.8206744
999	3070	0.9406113795723101	-1.83859
1000	3070	0.9453031402374101	-1.8614255
1001	3070	0.9476205938607949	-1.9211401
1002	3070	0.9488253448682791	-1.9783095
1003	3070	0.9509180921239757	-1.5738035
1004	3070	0.9527915476232538	-1.2327672
1005	3070	0.9578731602997648	-0.9039216
1006	3070	0.9582927926731584	-1.4786073
1007	3070	0.971604614479447	-0.26280236
1008	3070	0.9818328151677038	-0.85729694
1009	3070	0.9835330031063556	-0.6604569
1010	3070	0.9871824511020595	2.8272345
1011	3070	0.9874179866922868	-1.2674857
1012	3070	0.9987399388570015	-1.945239
1013	3070	1.0071894397431969	-1.5314658
1014	3070	1.0082642400802113	-0.8860624
1015	3070	1.0110013260769897	-0.7393708
1016	3070	1.0123955884789089	-1.0465908
1017	3070	1.0136896805723419	-0.7655113
1018	3070	1.0143583850641358	-0.9474516
1019	3070	1.01595298808303	-0.49798775
1020	3070	1.0184139289050584	3.0893404
1021	3070	1.0288018606257685	-1.2503991
1022	3070	1.0328032583539963	-1.5306797
1023	3070	1.035900416000202	-0.5755906
1024	3070	1.0405813474427639	-1.6578583
1025	3070	1.0432642873268456	-2.485164
1026	3070	1.0457008623981618	-1.096004
1027	3070	1.0516515201834418	-1.6113724
1028	3070	1.057548031856026	0.06832147
1029	3070	1.0605341899712055	-0.7188482
1030	3070	1.0647954890403728	-0.067533016
1031	3070	1.0682662548641817	-0.8419132
1032	3070	1.0745580331594455	-0.6464648
1033	3070	1.0767265849729162	-0.8220196
1034	3070	1.0852491831112525	2.4460518
1035	3070	1.0879104645502569	0.08555746
1036	3070	1.0896864570466818	1.1626728
1037	3070	1.0920824225334762	0.10101628
1038	3070	1.094537948744235	-0.18792653
1039	3070	1.0977488132271027	-2.4853446
1040	3070	1.0983850300512792	-0.04510665
1041	3070	1.0987044921161857	-0.5399029
1042	3070	1.1045170773140907	-0.39812136
1043	3070	1.1057813890455401	-1.1520686
1044	3070	1.1061035584160814	-1.275769
1045	3070	1.1073597482306257	-1.0546203
1046	3070	1.1130369681467922	-1.3360723
1047	3070	1.113629868080812	0.013712883
1048	3070	1.1220171009374083	-2.1706212
1049	3070	1.1246350654862551	-1.1502159
1050	3070	1.138445031529347	-1.8052062
1051	3070	1.1417885539883192	-0.82129884
1052	3070	1.1423408443378165	-0.7771418
1053	3070	1.1449181993021424	-0.17822242
1054	3070	1.1500377142575395	-0.2707157
1055	3070	1.1542502818252816	-0.55305123
1056	3070	1.1567491249261979	-0.17069793
1057	3070	1.1596973807624904	-0.9775412
1058	3070	1.1660757928380674	-0.1860559
1059	3070	1.1733855180520152	0.110351324
1060	3070	1.18000488032909	-2.0580668
1061	3070	1.1806735848208847	-1.2985026
1062	3070	1.1861071472299187	0.6968198
1063	3070	1.187877725115075	-0.9738889
1064	3070	1.1886493072209916	-0.5056231
1065	3070	1.1928645820943684	-1.7120578
1066	3070	1.1953038644713185	-2.2353585
1067	3070	1.1985742896781515	-1.8228246
1068	3070	1.2052884076524446	-0.23221374
1069	3070	1.2078170311153436	-2.1491802
1070	3070	1.2082502000169102	-2.6708226
1071	3070	1.2089838798439398	-1.4350859
1072	3070	1.2111037001559843	2.4683764
1073	3070	1.2137839327344313	-1.1409492
1074	3070	1.2160228744944073	-0.7952759
1075	3070	1.2192905923956063	-0.2252481
1076	3070	1.2223850427361764	-0.9269066
1077	3070	1.2249569830892328	-0.5659387
1078	3070	1.2274070946887221	-0.46453786
1079	3070	1.2288392593695292	-0.44043303
1080	3070	1.2344081870603025	-0.71633005
1081	3070	1.237004493164072	-0.7536485
1082	3070	1.238942923998585	-0.74704814
1083	3070	1.240940915557064	-0.69692373
1084	3070	1.2429605655606215	-1.0790374
1085	3070	1.2449450205909258	-1.5437205
1086	3070	1.2452861411009106	2.5188506
1087	3070	1.2461524789040457	-0.20300364
1088	3070	1.2511339212720687	-0.67394567
1089	3070	1.2552733915876706	-0.16609168
1090	3070	1.2580131848900837	-0.82215667
1091	3070	1.262764506279149	-1.4535326
1092	3070	1.2702502063593588	-0.1452477
1093	3070	1.2730739261364503	-1.3959588
1094	3070	1.2774489320422795	-0.36782575
1095	3070	1.2846151700575836	-0.21005654
1096	3070	1.284926510205585	0.1947577
1097	3070	1.2879370340714775	-0.686995
1098	3070	1.2944156164555425	0.076097965
1099	3070	1.2948839803303622	-0.21072292
1100	3070	1.2958342446081748	-0.3424356
1101	3070	1.3044407692211895	-0.36463833
1102	3070	1.3071182944940016	-0.41561127
1103	3070	1.3118912743281461	0.5273981
1104	3070	1.3166750833848297	-0.19697952
1105	3070	1.3196206319154866	0.096704006
1106	3070	1.3210961134864503	-0.2744553
1107	3070	1.3227990087307369	-0.1887486
1108	3070	1.334028912503868	-0.017171144
1109	3070	1.335712856608711	0.21799827
1110	3070	1.3395951328890074	0.06207609
1111	3070	1.343740017815879	-0.27005005
1112	3070	1.3520622753372402	0.8159983
1113	3070	1.3570383030939936	0.07143521
1114	3070	1.3607148241460463	0.19947147
1115	3070	1.367047212025832	-2.0951266
1116	3070	1.3673179425893114	0.6314063
1117	3070	1.3711406581456433	-0.071913004
1118	3070	1.377838532286126	0.8701837
1119	3070	1.3803075950250596	0.24058628
1120	3070	1.3861716190300264	0.8203678
1121	3070	1.3889357780831526	-0.21001887
1122	3070	1.392073545313881	-0.05231619
1123	3070	1.3960045530956036	-0.6535835
1124	3070	1.398541298475406	0.23679686
1125	3070	1.400690899149434	-0.022791147
1126	3070	1.4056533903780144	-0.45922637
1127	3070	1.4069853847503335	0.19729877
1128	3070	1.4132148950159982	0.0061278343
1129	3070	1.4179391433487147	-0.40574455
1130	3070	1.4207087170131114	-0.06446934
1131	3070	1.424184897448189	-0.9334872
1132	3070	1.4246695051568166	-0.42450166
1133	3070	1.427106080228132	0.04360485
1134	3070	1.4315704272199108	0.37158823
1135	3070	1.4319386207862417	0.86642337
1136	3070	1.4340557337926523	0.60402536
1137	3070	1.4375833530347908	0.8124633
1138	3070	1.4394892962016863	1.004523
1139	3070	1.4522704861035551	0.847214
1140	3070	1.4577609019309206	-0.17861032
1141	3070	1.4593176026709278	-0.74124455
1142	3070	1.4648919449729716	0.40229487
1143	3070	1.4683383450460656	0.36176968
1144	3070	1.4737610782325605	0.21034098
1145	3070	1.4774727942578654	0.7497046
1146	3070	1.478192937556721	0.17051077
1147	3070	1.5014595221821532	0.21570778
1148	3070	1.5084741510819075	-0.46281576
1149	3070	1.5164904830665362	1.1852219
1150	3070	1.5196959329381343	-0.5863955
1151	3070	1.5241575726242766	0.05699873
1152	3070	1.524818155199167	0.5566139
1153	3070	1.5305576431449328	0.58415055
1154	3070	1.5360724247230113	1.3038027
1155	3070	1.5394782152115836	1.149946
1156	3070	1.5439100745357441	1.4690454
1157	3070	1.5481713736049114	-0.40518165
1158	3070	1.5531230356109527	0.46518683
1159	3070	1.5536265944590246	-0.55844116
1160	3070	1.5578716496943832	0.7285147
1161	3070	1.5602161763741167	-2.0371883
1162	3070	1.5608090763081357	3.0480783
1163	3070	1.5682406302756497	-0.09983158
1164	3070	1.5694995273958297	-0.71192837
1165	3070	1.5698325259889092	-0.31018972
1166	3070	1.5767199115238286	-0.120725155
1167	3070	1.5792404130698232	-0.5853193
1168	3070	1.5813385749367894	0.3104143
1169	3070	1.5847172923690147	-1.5809745
1170	3070	1.5866096990077363	-1.1186497
1171	3070	1.5886401782338329	-0.43305707
1172	3070	1.5894361260904626	-1.536832
1173	3070	1.605755764457009	0.36099458
1174	3070	1.6099683320247502	-0.39652753
1175	3070	1.6135446827683158	-0.19584584
1176	3070	1.6232720319141345	0.65510416
1177	3070	1.6275847697903636	-0.13955545
1178	3070	1.6333838184600955	0.4363935
1179	3070	1.635403468463653	-1.7235458
1180	3070	1.637138851375557	-0.23087811
1181	3070	1.6382542612970932	-1.2828012
1182	3070	1.6421284156604843	-0.2912302
1183	3070	1.6429027050720366	-0.38168716
1184	3070	1.6435064342285957	-0.26733613
1185	3070	1.6439477250470675	-1.3072643
1186	3070	1.6445433322867222	-0.49326062
1187	3070	1.6556730657513654	0.3539245
1188	3070	1.6604812405587621	-0.75251245
1189	3070	1.660833190291286	0.5557394
1190	3070	1.676240466658907	2.0292532
1191	3070	1.6811406898578864	-0.13883471
1192	3070	1.70457783473831	0.5212376
1193	3070	1.7171397328837594	-0.2891903
1194	3070	1.7182849231672783	0.1716702
1195	3070	1.726238987122307	0.13576126
1196	3070	1.729306364406531	0.39455152
1197	3070	1.7336813703123601	1.294802
1198	3070	1.746852412225639	-0.61067986
1199	3070	1.7534365795294615	-0.40205717
1200	3070	1.755025767937087	0.62965655
1201	3070	1.7685893691674108	0.07836056
1202	3070	1.771277723662763	1.2536085
1203	3070	1.7733379832508422	0.53960776
1204	3070	1.775113975747268	0.41317248
1205	3070	1.782965162088174	0.3663051
1206	3070	1.790069132073878	0.42333484
1207	3070	1.7915175405884929	0.27378774
1208	3070	1.7985186329600733	1.246125
1209	3070	1.7995853113801834	0.58466315
1210	3070	1.8037220743901505	1.125819
1211	3070	1.811075116494254	1.144305
1212	3070	1.8127049144864014	2.225827
1213	3070	1.8162487775623486	1.1513178
1214	3070	1.8192051553155446	1.9879663
1215	3070	1.819814299083374	0.7288604
1216	3070	1.824332792187847	-0.07989025
1217	3070	1.8300452070772657	-1.0405014
1218	3070	1.8310442028565053	-0.14709902
1219	3070	1.8324844894542158	2.5316775
1220	3070	1.8355166717651876	0.24291825
1221	3070	1.8373197373179613	0.700644
1222	3070	1.8394341430187362	1.8123786
1223	3070	1.8428778357861955	1.2920039
1224	3070	1.8435167599160076	1.6517808
1225	3070	1.8451276067687106	0.9255254
1226	3070	1.8468846481256938	1.5009763
1227	3070	1.8496812948464365	0.6234486
1228	3070	1.855071540365314	2.452761
1229	3070	1.8625003870271923	0.4414935
1230	3070	1.878213588931545	1.007715
1231	3070	1.894427642378334	-0.06822944
1232	3070	1.8959789285070716	0.3573265
1233	3070	1.9004432754988496	1.6472356
1234	3070	1.9004595193326583	2.3127806
1235	3070	1.9009982731539825	0.73025656
1236	3070	1.9025495592827202	0.573776
1237	3070	1.9032372149139585	0.9428408
1238	3070	1.9063181287263564	1.2545598
1239	3070	1.908941507886472	1.4536474
1240	3070	1.9114917897944492	1.5506508
1241	3070	1.9140501936193308	1.5531943
1242	3070	1.914927360645005	2.0780785
1243	3070	1.9186120036139611	1.1631362
1244	3070	1.9208103357894153	0.5814712
1245	3070	1.9235501290918275	1.1865242
1246	3070	1.9252773900868272	1.3544686
1247	3070	1.9280253053061447	2.1821153
1248	3070	1.9309816830593407	0.69116926
1249	3070	1.940949982406658	0.34643865
1250	3070	1.9418542224886801	-1.4449263
1251	3070	1.9428342671284753	1.3262422
1252	3070	1.943892823631681	-0.49126172
1253	3070	1.9455767677365232	2.5124538
1254	3070	1.9478373679415775	1.2630603
1255	3070	1.950674624246843	2.143945
1256	3070	1.9532249061548201	0.62695456
1257	3070	1.9573237668859003	0.23938012
1258	3070	1.9606618747336029	0.55774426
1259	3070	1.961314335391589	-0.8249631
1260	3070	1.964836540022457	2.2155383
1261	3070	1.9745557672513732	1.5517108
1262	3070	1.9785165553950783	2.2802007
1263	3070	1.9817436637117538	2.0530117
1264	3070	1.9836414849617459	1.5845611
1265	3070	1.9870878850348408	1.7778275
1266	3070	1.9895975573582962	2.0365822
1267	3070	1.9943272203022833	1.831044
1268	3070	1.9955671662830197	1.6920202
1269	3070	1.998556031703834	1.7373226
1270	3070	2.000697510460957	1.6307442
1271	3070	2.0029283303040284	1.3383367
1272	3070	2.006041731784043	1.2840855
1273	3070	2.006718558192741	0.7257457
1274	3070	2.0132052624937113	0.993016
1275	3070	2.0173636839487568	1.10586
1276	3070	2.0191802860297043	0.5083971
1277	3070	2.023346829401655	1.7166803
1278	3070	2.025093041536098	0.6875937
1279	3070	2.0281847845710343	1.0059688
1280	3070	2.0295790469729535	1.5673468
1281	3070	2.031373990608823	1.11293
1282	3070	2.031839647178008	1.2671759
1283	3070	2.03836154645223	2.0674388
1284	3070	2.0402701969247605	1.3469222
1285	3070	2.041510142905497	-0.85351324
1286	3070	2.0490960132941938	-1.9007003
1287	3070	2.0529837041857597	-2.0081737
1288	3070	2.073052960856498	-0.67398477
1289	3070	2.0775389662933534	-1.6321503
1290	3070	2.0805278317141678	0.72157955
1291	3070	2.0831051866784938	0.4558258
1292	3070	2.086938731457363	0.3721025
1293	3070	2.0885441636987974	0.0065951347
1294	3070	2.106320332496863	1.535145
1295	3070	2.107278718691581	3.0093596
1296	3070	2.10775249717767	1.4681795
1297	3070	2.111493993564957	1.2122529
1298	3070	2.11370315496295	1.4438384
1299	3070	2.1156497077143674	1.594929
1300	3070	2.1170575066444615	1.6897409
1301	3070	2.119984104035675	1.2398803
1302	3070	2.121061611678324	1.6164939
1303	3070	2.1230541886255327	0.9383447
1304	3070	2.1294732102856333	1.3999741
1305	3070	2.1344654818761954	0.8138232
1306	3070	2.1390327064820953	1.6720784
1307	3070	2.139631021027385	1.1727426
1308	3070	2.145865945904319	-1.9255971
1309	3070	2.146759356763802	-2.2329206
1310	3070	2.1503005125341144	0.78611207
1311	3070	2.1589422321203804	2.6144903
1312	3070	2.161673903505889	0.46329474
1313	3070	2.1619446340693687	0.9116795
1314	3070	2.1733044885129704	1.9182975
1315	3070	2.1780097857062444	2.7646816
1316	3070	2.179750583229418	1.5730469
1317	3070	2.1826771806206313	2.6588042
1318	3070	2.183294446305365	-0.24096513
1319	3070	2.1965223416369755	1.131026
1320	3070	2.201557930117694	1.4231031
1321	3070	2.2034557513676862	1.2946165
1322	3070	2.2096554812713673	1.6836016
1323	3070	2.2125577129118685	1.720011
1324	3070	2.215270433157933	1.7256749
1325	3070	2.216957084568411	1.6137822
1326	3070	2.2175364479742568	1.0936477
1327	3070	2.2210505306882213	1.4002945
1328	3070	2.2239798353850695	1.60273
1329	3070	2.22622689906195	2.0167415
